time,encounter_rate,species_cohort
2005-01-01T00:00:00Z,5.346,Brandts cormorant encounter rate (Ce/So CC) North
2006-01-01T00:00:00Z,1.651,Brandts cormorant encounter rate (Ce/So CC) North
2007-01-01T00:00:00Z,7.482,Brandts cormorant encounter rate (Ce/So CC) North
2008-01-01T00:00:00Z,2.823,Brandts cormorant encounter rate (Ce/So CC) North
2009-01-01T00:00:00Z,11.297,Brandts cormorant encounter rate (Ce/So CC) North
2010-01-01T00:00:00Z,1.273,Brandts cormorant encounter rate (Ce/So CC) North
2011-01-01T00:00:00Z,4.558,Brandts cormorant encounter rate (Ce/So CC) North
2012-01-01T00:00:00Z,1.631,Brandts cormorant encounter rate (Ce/So CC) North
2013-01-01T00:00:00Z,0.561,Brandts cormorant encounter rate (Ce/So CC) North
2014-01-01T00:00:00Z,3.462,Brandts cormorant encounter rate (Ce/So CC) North
2015-01-01T00:00:00Z,5.252,Brandts cormorant encounter rate (Ce/So CC) North
2016-01-01T00:00:00Z,3.487,Brandts cormorant encounter rate (Ce/So CC) North
2017-01-01T00:00:00Z,1.236,Brandts cormorant encounter rate (Ce/So CC) North
2018-01-01T00:00:00Z,1.359,Brandts cormorant encounter rate (Ce/So CC) North
2019-01-01T00:00:00Z,2.302,Brandts cormorant encounter rate (Ce/So CC) North
2001-01-01T00:00:00Z,0.009,Cassins auklet (No CC Oct - Feb)
2002-01-01T00:00:00Z,0.055,Cassins auklet (No CC Oct - Feb)
2003-01-01T00:00:00Z,0.087,Cassins auklet (No CC Oct - Feb)
2004-01-01T00:00:00Z,0.06,Cassins auklet (No CC Oct - Feb)
2005-01-01T00:00:00Z,0.318,Cassins auklet (No CC Oct - Feb)
2006-01-01T00:00:00Z,0.134,Cassins auklet (No CC Oct - Feb)
2007-01-01T00:00:00Z,0.007,Cassins auklet (No CC Oct - Feb)
2008-01-01T00:00:00Z,0.017,Cassins auklet (No CC Oct - Feb)
2009-01-01T00:00:00Z,0.003,Cassins auklet (No CC Oct - Feb)
2010-01-01T00:00:00Z,0.035,Cassins auklet (No CC Oct - Feb)
2011-01-01T00:00:00Z,0.04,Cassins auklet (No CC Oct - Feb)
2012-01-01T00:00:00Z,0.054,Cassins auklet (No CC Oct - Feb)
2013-01-01T00:00:00Z,0.026,Cassins auklet (No CC Oct - Feb)
2014-01-01T00:00:00Z,6.243,Cassins auklet (No CC Oct - Feb)
2015-01-01T00:00:00Z,0.303,Cassins auklet (No CC Oct - Feb)
2016-01-01T00:00:00Z,0.027,Cassins auklet (No CC Oct - Feb)
2017-01-01T00:00:00Z,0.112,Cassins auklet (No CC Oct - Feb)
2018-01-01T00:00:00Z,0.157,Cassins auklet (No CC Oct - Feb)
2019-01-01T00:00:00Z,0.138,Cassins auklet (No CC Oct - Feb)
2020-01-01T00:00:00Z,0.039,Cassins auklet (No CC Oct - Feb)
2001-01-01T00:00:00Z,0.327,Common murre (No CC Jun - Dec)
2002-01-01T00:00:00Z,0.663,Common murre (No CC Jun - Dec)
2003-01-01T00:00:00Z,1.03,Common murre (No CC Jun - Dec)
2004-01-01T00:00:00Z,1.745,Common murre (No CC Jun - Dec)
2005-01-01T00:00:00Z,1.114,Common murre (No CC Jun - Dec)
2006-01-01T00:00:00Z,0.574,Common murre (No CC Jun - Dec)
2007-01-01T00:00:00Z,1.473,Common murre (No CC Jun - Dec)
2008-01-01T00:00:00Z,0.829,Common murre (No CC Jun - Dec)
2009-01-01T00:00:00Z,1.587,Common murre (No CC Jun - Dec)
2010-01-01T00:00:00Z,0.468,Common murre (No CC Jun - Dec)
2011-01-01T00:00:00Z,1.317,Common murre (No CC Jun - Dec)
2012-01-01T00:00:00Z,1.749,Common murre (No CC Jun - Dec)
2013-01-01T00:00:00Z,1.211,Common murre (No CC Jun - Dec)
2014-01-01T00:00:00Z,1.114,Common murre (No CC Jun - Dec)
2015-01-01T00:00:00Z,2.778,Common murre (No CC Jun - Dec)
2016-01-01T00:00:00Z,0.692,Common murre (No CC Jun - Dec)
2017-01-01T00:00:00Z,1.182,Common murre (No CC Jun - Dec)
2018-01-01T00:00:00Z,0.755,Common murre (No CC Jun - Dec)
2019-01-01T00:00:00Z,0.906,Common murre (No CC Jun - Dec)
2019-01-01T00:00:00Z,0.791,Common murre (No CC Jun - Dec)
2001-01-01T00:00:00Z,0.16,Sooty shearwater (No CC May - Oct)
2002-01-01T00:00:00Z,0.088,Sooty shearwater (No CC May - Oct)
2003-01-01T00:00:00Z,0.05,Sooty shearwater (No CC May - Oct)
2004-01-01T00:00:00Z,0.071,Sooty shearwater (No CC May - Oct)
2005-01-01T00:00:00Z,0.06,Sooty shearwater (No CC May - Oct)
2006-01-01T00:00:00Z,0.063,Sooty shearwater (No CC May - Oct)
2007-01-01T00:00:00Z,0.039,Sooty shearwater (No CC May - Oct)
2008-01-01T00:00:00Z,0.03,Sooty shearwater (No CC May - Oct)
2009-01-01T00:00:00Z,0.084,Sooty shearwater (No CC May - Oct)
2010-01-01T00:00:00Z,0.054,Sooty shearwater (No CC May - Oct)
2011-01-01T00:00:00Z,0.311,Sooty shearwater (No CC May - Oct)
2012-01-01T00:00:00Z,0.337,Sooty shearwater (No CC May - Oct)
2013-01-01T00:00:00Z,0.199,Sooty shearwater (No CC May - Oct)
2014-01-01T00:00:00Z,0.059,Sooty shearwater (No CC May - Oct)
2015-01-01T00:00:00Z,0.094,Sooty shearwater (No CC May - Oct)
2016-01-01T00:00:00Z,0.035,Sooty shearwater (No CC May - Oct)
2017-01-01T00:00:00Z,0.049,Sooty shearwater (No CC May - Oct)
2018-01-01T00:00:00Z,0.026,Sooty shearwater (No CC May - Oct)
2019-01-01T00:00:00Z,0.038,Sooty shearwater (No CC May - Oct)
2020-01-01T00:00:00Z,0.049,Sooty shearwater (No CC May - Oct)
2001-01-01T00:00:00Z,0.119,Northern fulmar (No CC Oct - Feb)
2002-01-01T00:00:00Z,1.056,Northern fulmar (No CC Oct - Feb)
2003-01-01T00:00:00Z,5.542,Northern fulmar (No CC Oct - Feb)
2004-01-01T00:00:00Z,0.345,Northern fulmar (No CC Oct - Feb)
2005-01-01T00:00:00Z,0.651,Northern fulmar (No CC Oct - Feb)
2006-01-01T00:00:00Z,0.179,Northern fulmar (No CC Oct - Feb)
2007-01-01T00:00:00Z,1.267,Northern fulmar (No CC Oct - Feb)
2008-01-01T00:00:00Z,0.123,Northern fulmar (No CC Oct - Feb)
2009-01-01T00:00:00Z,1.405,Northern fulmar (No CC Oct - Feb)
2010-01-01T00:00:00Z,1.794,Northern fulmar (No CC Oct - Feb)
2011-01-01T00:00:00Z,0.198,Northern fulmar (No CC Oct - Feb)
2012-01-01T00:00:00Z,0.462,Northern fulmar (No CC Oct - Feb)
2013-01-01T00:00:00Z,0.371,Northern fulmar (No CC Oct - Feb)
2014-01-01T00:00:00Z,0.729,Northern fulmar (No CC Oct - Feb)
2015-01-01T00:00:00Z,0.229,Northern fulmar (No CC Oct - Feb)
2016-01-01T00:00:00Z,0.602,Northern fulmar (No CC Oct - Feb)
2017-01-01T00:00:00Z,0.226,Northern fulmar (No CC Oct - Feb)
2018-01-01T00:00:00Z,0.013,Northern fulmar (No CC Oct - Feb)
2019-01-01T00:00:00Z,0.313,Northern fulmar (No CC Oct - Feb)
2020-01-01T00:00:00Z,0.105,Northern fulmar (No CC Oct - Feb)
