time,fishing_reliance,location,region
2005-01-01T00:00:00Z,0.05198,"Port Hueneme, CA",SCA
2006-01-01T00:00:00Z,-0.04631,"Port Hueneme, CA",SCA
2007-01-01T00:00:00Z,0.02945,"Port Hueneme, CA",SCA
2008-01-01T00:00:00Z,-0.01772,"Port Hueneme, CA",SCA
2009-01-01T00:00:00Z,0.11912,"Port Hueneme, CA",SCA
2010-01-01T00:00:00Z,0.17682,"Port Hueneme, CA",SCA
2011-01-01T00:00:00Z,0.17573,"Port Hueneme, CA",SCA
2012-01-01T00:00:00Z,0.11213,"Port Hueneme, CA",SCA
2013-01-01T00:00:00Z,0.0501,"Port Hueneme, CA",SCA
2014-01-01T00:00:00Z,0.02095,"Port Hueneme, CA",SCA
2015-01-01T00:00:00Z,5.0E-4,"Port Hueneme, CA",SCA
2016-01-01T00:00:00Z,0.04176,"Port Hueneme, CA",SCA
2017-01-01T00:00:00Z,0.15047,"Port Hueneme, CA",SCA
2018-01-01T00:00:00Z,-0.008922896,"Port Hueneme, CA",SCA
2005-01-01T00:00:00Z,1.98225,"Port Orford, OR",OR
2006-01-01T00:00:00Z,2.6226,"Port Orford, OR",OR
2007-01-01T00:00:00Z,2.67398,"Port Orford, OR",OR
2008-01-01T00:00:00Z,3.18002,"Port Orford, OR",OR
2009-01-01T00:00:00Z,1.95734,"Port Orford, OR",OR
2010-01-01T00:00:00Z,2.77199,"Port Orford, OR",OR
2011-01-01T00:00:00Z,5.54776,"Port Orford, OR",OR
2012-01-01T00:00:00Z,2.16876,"Port Orford, OR",OR
2013-01-01T00:00:00Z,2.11454,"Port Orford, OR",OR
2014-01-01T00:00:00Z,2.35003,"Port Orford, OR",OR
2015-01-01T00:00:00Z,2.63321,"Port Orford, OR",OR
2016-01-01T00:00:00Z,3.1493,"Port Orford, OR",OR
2017-01-01T00:00:00Z,2.09668,"Port Orford, OR",OR
2005-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2006-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2007-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2008-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2009-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2010-01-01T00:00:00Z,0.44814,"Redcrest, CA",NCA
2011-01-01T00:00:00Z,0.65676,"Redcrest, CA",NCA
2012-01-01T00:00:00Z,-0.12025,"Redcrest, CA",NCA
2013-01-01T00:00:00Z,-0.12738,"Redcrest, CA",NCA
2014-01-01T00:00:00Z,1.4085,"Redcrest, CA",NCA
2015-01-01T00:00:00Z,2.63887,"Redcrest, CA",NCA
2016-01-01T00:00:00Z,2.63887,"Redcrest, CA",NCA
2017-01-01T00:00:00Z,0.0,"Redcrest, CA",NCA
2005-01-01T00:00:00Z,-0.11255,"San Buenaventura (Ventura), CA",SCA
2006-01-01T00:00:00Z,-0.10715,"San Buenaventura (Ventura), CA",SCA
2007-01-01T00:00:00Z,-0.07782,"San Buenaventura (Ventura), CA",SCA
2008-01-01T00:00:00Z,-0.07731,"San Buenaventura (Ventura), CA",SCA
2009-01-01T00:00:00Z,-0.07554,"San Buenaventura (Ventura), CA",SCA
2010-01-01T00:00:00Z,-0.03315,"San Buenaventura (Ventura), CA",SCA
2011-01-01T00:00:00Z,-0.03877,"San Buenaventura (Ventura), CA",SCA
2012-01-01T00:00:00Z,-0.06313,"San Buenaventura (Ventura), CA",SCA
2013-01-01T00:00:00Z,-0.06053,"San Buenaventura (Ventura), CA",SCA
2014-01-01T00:00:00Z,-0.0555,"San Buenaventura (Ventura), CA",SCA
2015-01-01T00:00:00Z,-0.05631,"San Buenaventura (Ventura), CA",SCA
2016-01-01T00:00:00Z,-0.04973,"San Buenaventura (Ventura), CA",SCA
2017-01-01T00:00:00Z,-0.00882,"San Buenaventura (Ventura), CA",SCA
2018-01-01T00:00:00Z,-0.04050363,"San Buenaventura (Ventura), CA",SCA
2005-01-01T00:00:00Z,-0.1034,"Santa Barbara, CA",SCA
2006-01-01T00:00:00Z,-0.09157,"Santa Barbara, CA",SCA
2007-01-01T00:00:00Z,-0.07917,"Santa Barbara, CA",SCA
2008-01-01T00:00:00Z,-0.05806,"Santa Barbara, CA",SCA
2009-01-01T00:00:00Z,-0.09699,"Santa Barbara, CA",SCA
2010-01-01T00:00:00Z,-0.05946,"Santa Barbara, CA",SCA
2011-01-01T00:00:00Z,-0.04166,"Santa Barbara, CA",SCA
2012-01-01T00:00:00Z,-0.06035,"Santa Barbara, CA",SCA
2013-01-01T00:00:00Z,-0.08598,"Santa Barbara, CA",SCA
2014-01-01T00:00:00Z,-0.04847,"Santa Barbara, CA",SCA
2015-01-01T00:00:00Z,-0.02585,"Santa Barbara, CA",SCA
2016-01-01T00:00:00Z,-0.03739,"Santa Barbara, CA",SCA
2017-01-01T00:00:00Z,-0.03827,"Santa Barbara, CA",SCA
2018-01-01T00:00:00Z,-0.03291631,"Santa Barbara, CA",SCA
2005-01-01T00:00:00Z,0.30181,"Shelter Cove, CA",SCA
2006-01-01T00:00:00Z,-0.126,"Shelter Cove, CA",SCA
2007-01-01T00:00:00Z,1.647,"Shelter Cove, CA",SCA
2008-01-01T00:00:00Z,0.762,"Shelter Cove, CA",SCA
2009-01-01T00:00:00Z,0.29079,"Shelter Cove, CA",SCA
2010-01-01T00:00:00Z,0.84401,"Shelter Cove, CA",SCA
2011-01-01T00:00:00Z,1.7251,"Shelter Cove, CA",SCA
2012-01-01T00:00:00Z,1.25286,"Shelter Cove, CA",SCA
2013-01-01T00:00:00Z,0.88304,"Shelter Cove, CA",SCA
2014-01-01T00:00:00Z,0.90308,"Shelter Cove, CA",SCA
2015-01-01T00:00:00Z,1.34879,"Shelter Cove, CA",SCA
2016-01-01T00:00:00Z,1.0421,"Shelter Cove, CA",SCA
2017-01-01T00:00:00Z,0.86851,"Shelter Cove, CA",SCA
2018-01-01T00:00:00Z,0.43035528,"Shelter Cove, CA",SCA
2005-01-01T00:00:00Z,0.02771,"Summerland, CA",SCA
2006-01-01T00:00:00Z,-0.07571,"Summerland, CA",SCA
2007-01-01T00:00:00Z,-0.04191,"Summerland, CA",SCA
2008-01-01T00:00:00Z,-0.03668,"Summerland, CA",SCA
2009-01-01T00:00:00Z,-0.16017,"Summerland, CA",SCA
2010-01-01T00:00:00Z,-0.04634,"Summerland, CA",SCA
2011-01-01T00:00:00Z,-0.12736,"Summerland, CA",SCA
2012-01-01T00:00:00Z,-0.12025,"Summerland, CA",SCA
2013-01-01T00:00:00Z,-0.12738,"Summerland, CA",SCA
2014-01-01T00:00:00Z,-0.05948,"Summerland, CA",SCA
2015-01-01T00:00:00Z,-0.10568,"Summerland, CA",SCA
2016-01-01T00:00:00Z,0.0,"Summerland, CA",SCA
2017-01-01T00:00:00Z,0.0,"Summerland, CA",SCA
2005-01-01T00:00:00Z,1.75645,"Taholah, WA",WA
2006-01-01T00:00:00Z,1.28772,"Taholah, WA",WA
2007-01-01T00:00:00Z,2.12699,"Taholah, WA",WA
2008-01-01T00:00:00Z,1.70782,"Taholah, WA",WA
2009-01-01T00:00:00Z,1.64764,"Taholah, WA",WA
2010-01-01T00:00:00Z,2.30101,"Taholah, WA",WA
2011-01-01T00:00:00Z,-0.12736,"Taholah, WA",WA
2012-01-01T00:00:00Z,-0.0249,"Taholah, WA",WA
2013-01-01T00:00:00Z,-0.01677,"Taholah, WA",WA
2014-01-01T00:00:00Z,-0.18455,"Taholah, WA",WA
2015-01-01T00:00:00Z,-0.10568,"Taholah, WA",WA
2016-01-01T00:00:00Z,2.27055,"Taholah, WA",WA
2017-01-01T00:00:00Z,2.28837,"Taholah, WA",WA
2005-01-01T00:00:00Z,-0.13757,"Tillamook, OR",OR
2006-01-01T00:00:00Z,7.01578,"Tillamook, OR",OR
2007-01-01T00:00:00Z,0.69191,"Tillamook, OR",OR
2008-01-01T00:00:00Z,0.20072,"Tillamook, OR",OR
2009-01-01T00:00:00Z,0.31238,"Tillamook, OR",OR
2010-01-01T00:00:00Z,0.56925,"Tillamook, OR",OR
2011-01-01T00:00:00Z,-0.06841,"Tillamook, OR",OR
2012-01-01T00:00:00Z,0.37375,"Tillamook, OR",OR
2013-01-01T00:00:00Z,0.46818,"Tillamook, OR",OR
2014-01-01T00:00:00Z,-0.1096,"Tillamook, OR",OR
2015-01-01T00:00:00Z,0.13414,"Tillamook, OR",OR
2016-01-01T00:00:00Z,0.09334,"Tillamook, OR",OR
2017-01-01T00:00:00Z,0.21719,"Tillamook, OR",OR
2005-01-01T00:00:00Z,8.89091,"Tokeland, WA",WA
2006-01-01T00:00:00Z,9.85071,"Tokeland, WA",WA
2007-01-01T00:00:00Z,8.4343,"Tokeland, WA",WA
2008-01-01T00:00:00Z,6.79328,"Tokeland, WA",WA
2009-01-01T00:00:00Z,7.37832,"Tokeland, WA",WA
2010-01-01T00:00:00Z,8.05955,"Tokeland, WA",WA
2011-01-01T00:00:00Z,8.54143,"Tokeland, WA",WA
2012-01-01T00:00:00Z,5.90591,"Tokeland, WA",WA
2013-01-01T00:00:00Z,4.02723,"Tokeland, WA",WA
2014-01-01T00:00:00Z,5.82161,"Tokeland, WA",WA
2015-01-01T00:00:00Z,2.59811,"Tokeland, WA",WA
2016-01-01T00:00:00Z,1.15352,"Tokeland, WA",WA
2017-01-01T00:00:00Z,2.39159,"Tokeland, WA",WA
2005-01-01T00:00:00Z,0.47026,"Tomales, CA",CCA
2006-01-01T00:00:00Z,0.66503,"Tomales, CA",CCA
2007-01-01T00:00:00Z,0.52702,"Tomales, CA",CCA
2008-01-01T00:00:00Z,0.12356,"Tomales, CA",CCA
2009-01-01T00:00:00Z,0.05417,"Tomales, CA",CCA
2010-01-01T00:00:00Z,0.12354,"Tomales, CA",CCA
2011-01-01T00:00:00Z,0.18882,"Tomales, CA",CCA
2012-01-01T00:00:00Z,0.57779,"Tomales, CA",CCA
2013-01-01T00:00:00Z,0.47513,"Tomales, CA",CCA
2014-01-01T00:00:00Z,0.41988,"Tomales, CA",CCA
2015-01-01T00:00:00Z,0.68008,"Tomales, CA",CCA
2016-01-01T00:00:00Z,0.79532,"Tomales, CA",CCA
2017-01-01T00:00:00Z,0.38803,"Tomales, CA",CCA
2018-01-01T00:00:00Z,0.14116287,"Tomales, CA",CCA
2005-01-01T00:00:00Z,2.36565,"Trinidad, CA",NCA
2006-01-01T00:00:00Z,6.63173,"Trinidad, CA",NCA
2007-01-01T00:00:00Z,5.19538,"Trinidad, CA",NCA
2008-01-01T00:00:00Z,6.19117,"Trinidad, CA",NCA
2009-01-01T00:00:00Z,5.92382,"Trinidad, CA",NCA
2010-01-01T00:00:00Z,5.34743,"Trinidad, CA",NCA
2011-01-01T00:00:00Z,3.19769,"Trinidad, CA",NCA
2012-01-01T00:00:00Z,3.67333,"Trinidad, CA",NCA
2013-01-01T00:00:00Z,5.54652,"Trinidad, CA",NCA
2014-01-01T00:00:00Z,4.67578,"Trinidad, CA",NCA
2015-01-01T00:00:00Z,2.66302,"Trinidad, CA",NCA
2016-01-01T00:00:00Z,3.41896,"Trinidad, CA",NCA
2017-01-01T00:00:00Z,4.75737,"Trinidad, CA",NCA
2017-01-01T00:00:00Z,1.9726745,"Trinidad, CA",NCA
2005-01-01T00:00:00Z,7.12226,"Westport, WA",WA
2006-01-01T00:00:00Z,4.68522,"Westport, WA",WA
2007-01-01T00:00:00Z,4.92961,"Westport, WA",WA
2008-01-01T00:00:00Z,5.94652,"Westport, WA",WA
2009-01-01T00:00:00Z,4.93834,"Westport, WA",WA
2010-01-01T00:00:00Z,6.78451,"Westport, WA",WA
2011-01-01T00:00:00Z,13.18545,"Westport, WA",WA
2012-01-01T00:00:00Z,11.52065,"Westport, WA",WA
2013-01-01T00:00:00Z,11.39024,"Westport, WA",WA
2014-01-01T00:00:00Z,8.35679,"Westport, WA",WA
2015-01-01T00:00:00Z,9.22397,"Westport, WA",WA
2016-01-01T00:00:00Z,8.29831,"Westport, WA",WA
2017-01-01T00:00:00Z,14.31136,"Westport, WA",WA
2005-01-01T00:00:00Z,5.41541,"Winchester Bay, OR",OR
2006-01-01T00:00:00Z,7.75445,"Winchester Bay, OR",OR
2007-01-01T00:00:00Z,6.29262,"Winchester Bay, OR",OR
2008-01-01T00:00:00Z,5.84248,"Winchester Bay, OR",OR
2009-01-01T00:00:00Z,10.06666,"Winchester Bay, OR",OR
2010-01-01T00:00:00Z,7.94226,"Winchester Bay, OR",OR
2011-01-01T00:00:00Z,10.21176,"Winchester Bay, OR",OR
2012-01-01T00:00:00Z,6.23063,"Winchester Bay, OR",OR
2013-01-01T00:00:00Z,3.40549,"Winchester Bay, OR",OR
2014-01-01T00:00:00Z,5.22129,"Winchester Bay, OR",OR
2015-01-01T00:00:00Z,6.35692,"Winchester Bay, OR",OR
2016-01-01T00:00:00Z,3.31018,"Winchester Bay, OR",OR
2017-01-01T00:00:00Z,6.60421,"Winchester Bay, OR",OR
2005-01-01T00:00:00Z,3.35204,"Yachats, OR",OR
2006-01-01T00:00:00Z,0.0,"Yachats, OR",OR
2007-01-01T00:00:00Z,0.0,"Yachats, OR",OR
2008-01-01T00:00:00Z,0.0,"Yachats, OR",OR
2009-01-01T00:00:00Z,-0.0921,"Yachats, OR",OR
2010-01-01T00:00:00Z,2.74098,"Yachats, OR",OR
2011-01-01T00:00:00Z,0.24526,"Yachats, OR",OR
2012-01-01T00:00:00Z,-0.12025,"Yachats, OR",OR
2013-01-01T00:00:00Z,-0.12738,"Yachats, OR",OR
2014-01-01T00:00:00Z,-0.00335,"Yachats, OR",OR
2015-01-01T00:00:00Z,-0.10568,"Yachats, OR",OR
2016-01-01T00:00:00Z,0.0,"Yachats, OR",OR
2017-01-01T00:00:00Z,0.0,"Yachats, OR",OR
